,Calciatore,Ruolo,Squadra,Partite Giocate,MV,FM,Gol,Gol Subiti,Rigori,Rigori Parati,Assist,Ammonizioni,Espulsioni,QA,ExpectedCost_1000,Classifica
284,Gamberini,d,CHI,22,"5,93","5,86",0,0,0 / 0,0,1,1,0,6,-,14
285,Pavlovic D.,d,FRO,22,"5,77","5,86",0,0,0 / 0,0,5,6,0,5,-,
286,Carlini,a,FRO,11,"5,86","5,86",0,0,0 / 0,0,0,0,0,3,-,
287,Kondogbia,c,INT,25,"5,86","5,86",1,0,0 / 0,0,1,6,1,7,-,7
288,Ivan,c,SAM,18,"5,86","5,86",1,0,0 / 0,0,0,4,1,4,-,10
289,Emanuelson,c,VER,11,"5,77","5,86",0,0,0 / 0,0,1,0,0,6,-,
290,Laurini,d,EMP,24,"5,83","5,85",1,0,0 / 0,0,0,5,0,6,-,18
291,Pereyra,c,JUV,13,"5,77","5,85",0,0,0 / 0,0,1,0,0,5,-,1
292,Paletta,d,ATA,24,"5,92","5,85",1,0,0 / 0,0,0,5,2,7,-,4
293,Blanchard,d,FRO,28,"5,75","5,84",3,0,0 / 0,0,0,11,1,6,-,
294,Wszolek,c,VER,25,"5,84","5,84",0,0,0 / 0,0,3,4,1,8,-,
295,Vives,c,TOR,31,"5,89","5,84",1,0,0 / 0,0,1,9,1,7,-,9
296,Ntcham,c,GEN,16,"5,84","5,84",0,0,0 / 0,0,1,2,0,2,-,16
297,Seculin,p,CHI,3,"6,5","5,83",0,2,0 / 0,0,0,0,0,3,-,14
298,Mario Rui,d,EMP,36,"5,92","5,83",0,0,0 / 0,0,1,6,1,9,-,18
299,Burdisso,d,GEN,27,"5,96","5,83",0,0,0 / 0,0,0,7,0,7,-,16
300,Diogo Figueiras,d,GEN,9,"5,61","5,83",1,0,0 / 0,0,0,2,0,5,-,16
301,Diawara,c,BOL,33,"5,98","5,82",0,0,0 / 0,0,1,9,2,8,-,15
302,Rizzo,c,BOL,22,"5,82","5,82",0,0,0 / 0,0,2,2,1,6,-,15
303,Murillo,d,INT,33,"5,80","5,82",2,0,0 / 0,0,1,3,3,8,-,7
304,Sturaro,c,JUV,17,"5,82","5,82",1,0,0 / 0,0,0,6,0,3,-,1
305,Crimi,c,CAR,19,"6,05","5,82",0,0,0 / 0,0,0,9,0,7,-,
306,Brivio,d,ATA,13,"5,88","5,81",0,0,0 / 0,0,0,2,0,3,-,4
307,Izzo,d,GEN,32,"5,97","5,81",0,0,0 / 0,0,0,6,2,8,-,16
308,Cataldi,c,LAZ,18,"5,75","5,81",1,0,0 / 0,0,3,8,1,4,-,5
309,Ariaudo,d,EMP,8,"5,81","5,81",0,0,0 / 0,0,0,0,0,1,-,18
310,Laribi,c,SAS,8,"5,81","5,81",0,0,0 / 0,0,0,0,0,1,-,12
311,Drame',d,ATA,25,"5,86","5,8",0,0,0 / 0,0,0,1,1,6,-,4
312,Oikonomou,d,BOL,20,"5,92","5,8",0,0,0 / 0,0,1,5,1,4,-,15
313,Lazzari A.,c,CAR,5,"5,8","5,8",1,0,0 / 1,0,0,1,0,2,-,
314,Antei,d,SAS,5,"5,8","5,8",0,0,0 / 0,0,1,2,0,2,-,12
315,Terranova,d,SAS,5,"5,9","5,8",0,0,0 / 0,0,0,1,0,1,-,12
316,Greco,c,VER,25,"5,82","5,8",1,0,0 / 0,0,0,7,0,5,-,
317,Cesar,d,CHI,31,"5,87","5,79",1,0,0 / 0,0,0,9,1,8,-,14
318,Molinaro,d,TOR,26,"5,77","5,79",1,0,0 / 0,0,0,3,1,5,-,9
319,Gilberto,d,VER,9,"5,83","5,78",0,0,0 / 0,0,0,2,0,2,-,
320,Peluso,d,SAS,34,"5,82","5,78",1,0,0 / 0,0,1,11,0,8,-,12
321,Raimondi,d,ATA,15,"5,9","5,77",0,0,0 / 0,0,0,4,0,4,-,4
322,Migliaccio,c,ATA,15,"5,9","5,77",0,0,0 / 0,0,0,2,1,4,-,4
323,Romagnoli S.,d,CAR,30,"5,85","5,77",0,0,0 / 0,0,0,5,0,8,-,
324,Cissokho,d,GEN,11,"5,77","5,77",0,0,0 / 0,0,1,0,1,4,-,16
325,Felipe Melo,c,INT,22,"5,82","5,77",1,0,0 / 0,0,1,6,2,6,-,7
326,Kuzmanovic,c,UDI,15,"5,93","5,77",0,0,0 / 0,0,0,5,0,6,-,13
327,Gagliolo,d,CAR,31,"5,87","5,76",1,0,0 / 0,0,0,11,1,7,-,
328,Glik,d,TOR,33,"5,89","5,76",0,0,0 / 0,0,1,11,0,9,-,9
329,Gabriel Silva,d,GEN,25,"5,76","5,76",0,0,0 / 0,0,2,4,0,5,-,16
330,Hallfredsson,c,UDI,25,"5,94","5,76",0,0,0 / 0,0,1,11,0,6,-,13
331,Livaja,a,EMP,17,"5,79","5,76",1,0,0 / 0,0,0,7,0,4,-,18
332,Felipe,d,UDI,25,"5,86","5,76",1,0,0 / 0,0,1,11,1,6,-,13
333,Diousse',c,EMP,14,"5,89","5,75",0,0,0 / 0,0,0,2,1,2,-,18
334,Piu,a,EMP,4,"5,75","5,75",0,0,0 / 0,0,0,0,0,2,-,18
335,Mauri J,c,MIL,4,"6,0","5,75",0,0,0 / 0,0,0,2,0,3,-,6
336,Bonazzoli,a,SAM,2,"5,75","5,75",0,0,0 / 0,0,0,0,0,6,-,10
337,Obi,c,TOR,8,"5,56","5,75",1,0,0 / 0,0,0,1,1,5,-,9
338,Pasquale,d,UDI,4,"5,88","5,75",0,0,0 / 0,0,0,2,0,2,-,13
339,Gyomber,d,ROM,2,"5,75","5,75",0,0,0 / 0,0,0,1,0,1,-,2
340,Tonev,c,FRO,21,"5,74","5,74",0,0,0 / 0,0,1,2,0,4,-,
341,Taider,c,BOL,28,"5,80","5,73",0,0,0 / 0,0,0,4,0,7,-,15
342,Montolivo,c,MIL,31,"5,77","5,73",0,0,0 / 0,0,1,5,0,8,-,6
343,Toloi,d,ATA,24,"5,85","5,73",1,0,0 / 0,0,0,6,1,5,-,4
344,Radovanovic,c,CHI,25,"5,86","5,72",0,0,0 / 0,0,0,8,0,6,-,14
345,Zuniga,d,BOL,9,"5,61","5,72",0,0,0 / 0,0,1,0,0,5,-,15
346,Aguirre,a,UDI,9,"5,67","5,72",0,0,0 / 0,0,1,1,0,4,-,13
347,Pereira P.,d,SAM,9,"5,61","5,72",0,0,0 / 0,0,1,0,0,1,-,10
348,Diakite',d,SAM,26,"5,75","5,71",1,0,0 / 0,0,0,8,0,4,-,10
349,Tino Costa,c,FIO,17,"5,88","5,71",0,0,0 / 0,0,0,7,0,5,-,8
350,Fiamozzi,d,GEN,7,"5,79","5,71",0,0,0 / 0,0,0,1,0,3,-,16
351,Wallace O,d,CAR,5,"5,8","5,7",0,0,0 / 0,0,0,1,0,3,-,
352,Mpoku,a,CHI,15,"5,8","5,7",0,0,0 / 0,0,0,3,0,7,-,14
353,Lazaar,d,PAL,30,"5,63","5,7",1,0,0 / 0,0,1,2,1,6,-,19
354,Avelar,d,TOR,5,"5,9","5,7",0,0,0 / 0,0,1,1,0,2,-,9
355,Grassi,c,NAP,13,"5,92","5,69",0,0,0 / 0,0,0,4,1,1,-,3
356,Roncaglia,d,FIO,29,"5,74","5,69",1,0,0 / 0,0,0,9,0,5,-,8
357,Ciofani M,d,FRO,16,"5,69","5,69",0,0,0 / 0,0,1,2,0,4,-,
358,Rosi,d,FRO,24,"5,79","5,69",0,0,0 / 0,0,0,6,0,4,-,
359,Zapata C.,d,MIL,16,"5,62","5,69",1,0,0 / 0,0,0,4,0,4,-,6
360,Maksimovic,d,TOR,16,"5,72","5,69",0,0,0 / 0,0,1,3,0,4,-,9
361,Fedele,c,CAR,8,"5,81","5,69",0,0,0 / 0,0,0,2,0,1,-,
362,Conti,d,ATA,12,"5,29","5,67",2,0,0 / 0,0,1,1,1,5,-,4
363,Wilczek,a,CAR,3,"5,67","5,67",0,0,0 / 0,0,0,0,0,5,-,
364,Ronaldo P,c,LAZ,3,"5,83","5,67",0,0,0 / 0,0,0,1,0,3,-,5
365,Capel,c,GEN,18,"5,72","5,67",0,0,0 / 0,0,0,2,0,5,-,16
366,Martinho,c,CAR,10,"5,8","5,65",0,0,0 / 0,0,0,3,0,2,-,
367,Rebic,a,VER,13,"5,58","5,65",1,0,0 / 0,0,0,2,1,3,-,
368,Juanito Gomez,a,VER,30,"5,6","5,65",1,0,0 / 0,0,0,3,0,7,-,
369,Telles,d,INT,20,"5,78","5,65",0,0,0 / 0,0,1,5,1,4,-,7
370,Santon,d,INT,11,"5,68","5,64",0,0,0 / 0,0,0,1,0,1,-,7
371,Palombo,c,SAM,7,"5,64","5,64",0,0,0 / 0,0,0,0,0,1,-,10
372,Gori,c,FRO,27,"5,85","5,63",0,0,0 / 0,0,0,10,1,5,-,
373,De Maio,d,GEN,27,"5,72","5,63",1,0,0 / 0,0,0,5,1,7,-,16
374,Cofie,c,CAR,27,"5,76","5,63",0,0,0 / 0,0,0,7,0,4,-,
375,Romagnoli,d,MIL,34,"5,78","5,63",0,0,0 / 0,0,0,8,1,9,-,6
376,Balotelli,a,MIL,15,"5,73","5,63",1,0,0 / 1,0,1,6,0,9,-,6
377,Suagher,d,CAR,8,"6,06","5,62",0,0,0 / 0,0,0,8,0,3,-,
378,Dodo' R.,d,SAM,17,"5,68","5,62",0,0,0 / 0,0,1,4,0,5,-,10
379,Guarin,c,INT,13,"5,65","5,62",1,0,0 / 0,0,0,7,0,8,-,7
380,Bertolacci,c,MIL,25,"5,58","5,62",1,0,0 / 0,0,1,6,0,7,-,6
381,Cassani,d,SAM,24,"5,75","5,62",0,0,0 / 0,0,1,6,1,6,-,10
382,Kone,c,FIO,4,"5,62","5,62",0,0,0 / 0,0,1,0,1,1,-,8
383,Bianchetti,d,VER,20,"5,58","5,62",1,0,0 / 0,0,0,4,0,6,-,
384,Basta,d,LAZ,22,"5,73","5,61",0,0,0 / 0,0,0,1,0,5,-,5
385,Gonzalez G,d,PAL,35,"5,71","5,61",2,0,0 / 0,0,0,11,0,6,-,19
386,Cosic,d,EMP,9,"5,83","5,61",0,0,0 / 0,0,0,4,0,4,-,18
387,Tomovic,d,FIO,20,"5,72","5,6",0,0,0 / 0,0,0,5,0,3,-,8
388,Gucher,c,FRO,20,"5,68","5,6",0,0,0 / 0,0,0,3,0,6,-,
389,Braafheid,d,LAZ,5,"5,6","5,6",0,0,0 / 0,0,0,0,0,1,-,5
390,Castillo,a,FRO,5,"5,7","5,6",0,0,0 / 0,0,0,1,0,7,-,
391,Ajeti,d,FRO,15,"5,77","5,6",1,0,0 / 0,0,0,5,1,5,-,
392,Barreto,c,SAM,28,"5,61","5,59",0,0,0 / 0,0,1,3,0,6,-,10
393,Pulgar,c,BOL,11,"5,68","5,59",0,0,0 / 0,0,0,2,0,2,-,15
394,Zambelli,d,EMP,16,"5,69","5,59",0,0,0 / 0,0,0,3,0,2,-,18
395,Radu,d,LAZ,13,"5,69","5,58",0,0,0 / 0,0,1,3,1,2,-,5
396,Brugman,c,PAL,13,"5,65","5,58",0,0,0 / 0,0,0,2,0,3,-,19
397,Gaston Silva,d,TOR,12,"5,62","5,58",0,0,0 / 0,0,1,3,0,3,-,9
398,Gazzi,c,TOR,13,"5,73","5,58",0,0,0 / 0,0,0,4,0,2,-,9
399,Souprayen,d,VER,20,"5,75","5,58",0,0,0 / 0,0,0,5,1,2,-,
400,Spolli,d,CHI,14,"5,82","5,57",0,0,0 / 0,0,0,5,1,4,-,14
401,Pandev,a,GEN,14,"5,64","5,57",0,0,0 / 0,0,0,0,1,7,-,16
402,Heurtaux,d,UDI,14,"5,71","5,57",0,0,0 / 0,0,0,4,0,4,-,13
403,Sala,c,SAM,22,"5,70","5,57",0,0,0 / 0,0,1,8,0,3,-,10
404,Poli F,d,CAR,10,"5,8","5,55",0,0,0 / 0,0,0,5,0,3,-,
405,Barba,d,EMP,10,"5,7","5,55",0,0,0 / 0,0,0,3,0,4,-,18
406,Nagatomo,d,INT,21,"5,74","5,55",0,0,0 / 0,0,0,4,2,6,-,7
407,Albertazzi,d,VER,10,"5,75","5,55",0,0,0 / 0,0,0,4,0,3,-,
408,Andelkovic,d,PAL,22,"5,61","5,55",0,0,0 / 0,0,1,3,1,6,-,19
409,Danilo Lar.,d,UDI,34,"5,74","5,54",0,0,0 / 0,0,0,9,2,6,-,13
410,Edenilson,d,UDI,28,"5,59","5,54",0,0,0 / 0,0,0,3,0,4,-,13
411,Pinzi,c,CHI,14,"5,75","5,54",0,0,0 / 0,0,0,7,0,2,-,14
412,Juan Jesus,d,INT,16,"5,62","5,53",0,0,0 / 0,0,0,3,0,3,-,7
413,Chochev,c,PAL,23,"5,61","5,52",0,0,0 / 0,0,1,6,0,3,-,19
414,Monachello,a,ATA,8,"5,62","5,5",0,0,0 / 0,0,0,2,0,2,-,4
415,Ferrari A.,d,BOL,18,"5,67","5,5",0,0,0 / 0,0,0,6,0,2,-,15
416,Pelagotti,p,EMP,6,"6,33","5,5",0,5,0 / 0,0,0,0,0,5,-,18
417,Pugliesi,p,EMP,1,"6,5","5,5",0,1,0 / 0,0,0,0,0,2,-,18
418,Signorelli,c,EMP,1,"5,5","5,5",0,0,0 / 0,0,0,0,0,3,-,18
419,Handanovic,p,INT,36,"6,43","5,5",0,34,0 / 0,1,0,5,0,14,-,7
420,Coman,a,JUV,1,"5,5","5,5",0,0,0 / 0,0,0,0,0,13,-,1
421,Hoedt,d,LAZ,24,"5,60","5,5",0,0,0 / 0,0,0,3,1,4,-,5
422,Calabria,d,MIL,6,"5,83","5,5",0,0,0 / 0,0,0,4,0,2,-,6
423,Nocerino,c,MIL,2,"5,5","5,5",0,0,0 / 0,0,0,0,0,1,-,6
424,Gabriel,p,NAP,1,"5,5","5,5",0,3,0 / 0,1,0,0,0,1,-,3
425,Maggio,d,NAP,5,"5,5","5,5",0,0,0 / 0,0,0,0,0,1,-,3
426,Marquinho,c,UDI,8,"5,62","5,5",0,0,0 / 0,0,0,3,0,4,-,13
427,Coda,d,SAM,2,"5,75","5,5",0,0,0 / 0,0,0,1,0,1,-,10
428,Piris,d,UDI,24,"5,60","5,5",0,0,0 / 0,0,0,5,0,4,-,13
429,Wague,d,UDI,20,"5,68","5,5",0,0,0 / 0,0,0,5,1,4,-,13
430,Falco,c,BOL,4,"5,62","5,5",0,0,0 / 0,0,0,1,0,3,-,15
431,Checchin,c,VER,1,"5,5","5,5",0,0,0 / 0,0,0,1,0,1,-,
432,Prcic,c,TOR,1,"5,5","5,5",0,0,0 / 0,0,0,0,0,2,-,9
433,Pryima,d,FRO,4,"5,62","5,5",0,0,0 / 0,0,0,1,0,2,-,
434,Pezzella Giu.,d,PAL,8,"5,5","5,5",0,0,0 / 0,0,0,0,0,1,-,19
435,Constant,d,BOL,6,"5,5","5,5",0,0,0 / 0,0,0,0,0,2,-,15
436,Mbaye,d,BOL,15,"5,63","5,47",0,0,0 / 0,0,0,3,1,3,-,15
437,Frey,d,CHI,18,"5,67","5,47",0,0,0 / 0,0,0,3,0,2,-,14
438,Silvestre,d,SAM,25,"5,6","5,46",0,0,0 / 0,0,0,7,0,4,-,10
439,Marchese,d,GEN,9,"5,67","5,44",0,0,0 / 0,0,0,4,0,2,-,16
440,Torosidis,d,ROM,7,"5,5","5,43",0,0,0 / 0,0,0,2,0,1,-,2
441,Mesbah,d,SAM,7,"5,57","5,43",0,0,0 / 0,0,0,2,0,1,-,10
442,Jajalo,c,PAL,26,"5,58","5,42",0,0,0 / 0,0,0,8,0,4,-,19
443,Matavz,a,GEN,6,"5,42","5,42",0,0,0 / 0,0,0,0,0,7,-,16
444,De Sciglio,d,MIL,22,"5,48","5,41",0,0,0 / 0,0,0,3,0,3,-,6
445,Moisander,d,SAM,20,"5,65","5,4",0,0,0 / 0,0,0,4,1,4,-,10
446,Guilherme T.,c,UDI,5,"5,5","5,4",0,0,0 / 0,0,0,1,0,1,-,13
447,Ranocchia,d,SAM,18,"5,58","5,39",0,0,0 / 0,0,0,5,1,4,-,10
448,Morganella,d,PAL,14,"5,54","5,39",0,0,0 / 0,0,1,4,1,4,-,19
449,Porcari,c,CAR,4,"5,5","5,38",0,0,0 / 0,0,0,1,0,2,-,
450,Mchedlidze,a,EMP,8,"5,56","5,38",0,0,0 / 0,0,0,2,1,2,-,18
451,Patric,d,LAZ,8,"5,62","5,38",0,0,0 / 0,0,0,2,1,2,-,5
452,Fares,a,VER,8,"5,38","5,38",0,0,0 / 0,0,1,2,0,1,-,
453,Crivello,d,FRO,17,"5,44","5,35",0,0,0 / 0,0,1,5,0,3,-,
454,Reina,p,NAP,37,"6,14","5,34",0,29,0 / 0,0,0,1,0,15,-,3
455,Carmona,c,ATA,6,"5,67","5,33",0,0,0 / 0,0,0,2,1,1,-,4
456,Bubnjic,d,CAR,9,"5,39","5,33",0,0,0 / 0,0,0,1,0,1,-,
457,Montoya,d,INT,3,"5,33","5,33",0,0,0 / 0,0,0,0,0,4,-,7
458,Farnerud,c,TOR,3,"5,33","5,33",0,0,0 / 0,0,0,0,0,2,-,9
459,Regini,d,NAP,14,"5,39","5,32",0,0,0 / 0,0,0,2,0,1,-,3
460,Crisetig,c,BOL,5,"5,4","5,3",0,0,0 / 0,0,0,1,0,1,-,15
461,Bertoncini,d,FRO,5,"5,4","5,3",0,0,0 / 0,0,0,1,0,1,-,
462,Iturra,c,UDI,15,"5,57","5,3",0,0,0 / 0,0,0,8,0,4,-,13
463,Sportiello,p,ATA,36,"6,24","5,26",0,43,0 / 0,3,0,2,0,12,-,4
464,Acquafresca,a,BOL,4,"5,25","5,25",0,0,0 / 0,0,0,0,0,3,-,15
465,Longo,a,FRO,6,"5,42","5,25",0,0,0 / 0,0,0,2,0,1,-,
466,De Vrij,d,LAZ,2,"5,25","5,25",0,0,0 / 0,0,0,0,0,2,-,5
467,Daprela',d,CAR,4,"5,5","5,25",0,0,0 / 0,0,0,2,0,1,-,
468,Struna,d,PAL,22,"5,39","5,25",1,0,0 / 0,0,0,10,1,3,-,19
469,De Sanctis,p,ROM,4,"6,25","5,25",0,7,0 / 0,1,0,0,0,2,-,2
470,Cristante,c,PAL,2,"5,25","5,25",0,0,0 / 0,0,0,0,0,3,-,19
471,Donnarumma G.,p,MIL,29,"6,26","5,21",0,29,0 / 0,0,0,3,0,11,-,6
472,Poli,c,MIL,12,"5,25","5,21",0,0,0 / 0,0,1,1,0,3,-,6
473,Castan,d,ROM,5,"5,3","5,2",0,0,0 / 0,0,0,1,0,1,-,2
474,Consigli,p,SAS,37,"6,19","5,20",0,38,0 / 0,2,0,3,1,13,-,12
475,Szczesny,p,ROM,34,"6,21","5,19",0,34,0 / 0,0,0,1,0,12,-,2
476,Perin,p,GEN,25,"6,3","5,18",0,30,0 / 0,1,0,2,0,12,-,16
477,Valdifiori,c,NAP,6,"5,42","5,17",0,0,0 / 0,0,0,3,0,2,-,3
478,Marquez,d,VER,9,"5,56","5,17",0,0,0 / 0,0,0,3,0,3,-,
479,Matuzalem,c,VER,3,"5,33","5,17",0,0,0 / 0,0,0,1,0,1,-,
480,Djimsiti,d,ATA,3,"5,33","5,17",0,0,0 / 0,0,0,1,0,2,-,4
481,Mauricio,d,LAZ,23,"5,48","5,15",0,0,0 / 0,0,0,13,1,3,-,5
482,Bizzarri,p,CHI,35,"6,23","5,14",0,43,0 / 0,2,0,2,0,12,-,14
483,Mirante,p,BOL,33,"6,30","5,12",0,41,0 / 0,1,0,2,0,13,-,15
484,Benussi,p,CAR,4,"5,88","5,12",0,3,0 / 0,0,0,0,0,1,-,
485,Gentiletti,d,LAZ,19,"5,47","5,11",0,0,0 / 0,0,0,10,0,3,-,5
486,Viviano,p,SAM,37,"6,32","5,11",0,56,0 / 0,4,0,2,0,15,-,10
487,Da Costa,p,BOL,5,"6,0","5,1",0,4,0 / 0,0,0,1,0,1,-,15
488,Tatarusanu,p,FIO,37,"6,15","5,07",0,39,0 / 0,0,0,2,0,11,-,8
489,Krsticic,c,SAM,7,"5,5","5,07",0,0,0 / 0,0,1,5,0,3,-,10
490,Marchetti,p,LAZ,29,"6,17","5,03",0,39,0 / 0,2,0,0,0,13,-,5
491,Radunovic,p,ATA,1,"6,0","5,0",0,1,0 / 0,0,0,0,0,2,-,4
492,Gnoukouri,c,INT,1,"5,0","5,0",0,0,0 / 0,0,0,0,0,1,-,7
493,Neto,p,JUV,3,"6,0","5,0",0,3,0 / 0,0,0,0,0,3,-,1
494,Isla,d,JUV,1,"5,0","5,0",0,0,0 / 0,0,0,0,0,3,-,1
495,Morrison,c,LAZ,1,"5,0","5,0",0,0,0 / 0,0,0,0,0,1,-,5
496,De Jong,c,MIL,5,"5,2","5,0",0,0,0 / 0,0,0,0,1,4,-,6
497,Colombi,p,CAR,2,"6,0","5,0",0,2,0 / 0,0,0,0,0,2,-,
498,Vitiello,d,PAL,8,"5,56","5,0",0,0,0 / 0,0,0,3,1,2,-,19
499,Pegolo,p,SAS,2,"6,25","5,0",0,2,0 / 0,0,0,1,0,1,-,12
500,Domizzi,d,UDI,3,"5,17","5,0",0,0,0 / 0,0,0,1,0,2,-,13
501,Merkel,c,UDI,1,"5,5","5,0",0,0,0 / 0,0,0,1,0,1,-,13
502,Balogh N.,a,PAL,1,"5,0","5,0",0,0,0 / 0,0,0,0,0,1,-,19
503,Berisha,p,LAZ,11,"5,86","4,91",0,13,0 / 0,1,0,1,0,3,-,5
504,Belec,p,CAR,30,"6,15","4,87",0,41,0 / 0,1,0,1,0,10,-,
505,Lamanna,p,GEN,13,"6,31","4,77",0,18,0 / 0,0,0,0,0,5,-,16
506,Skriniar,d,SAM,2,"5,25","4,75",0,0,0 / 0,0,0,1,1,2,-,10
507,Skorupski,p,EMP,31,"6,16","4,74",0,43,0 / 0,0,0,2,0,9,-,18
508,Sorrentino,p,PAL,35,"6,41","4,74",0,58,0 / 0,0,0,1,0,10,-,19
509,Karnezis,p,UDI,38,"6,11","4,61",0,60,0 / 0,1,0,0,0,9,-,13
510,Lezzerini,p,FIO,2,"6,0","4,5",0,3,0 / 0,0,0,0,0,2,-,8
511,Locatelli,c,MIL,1,"5,0","4,5",0,0,0 / 0,0,0,1,0,1,-,6
512,Gollini,p,VER,26,"6,21","4,48",0,44,0 / 0,0,0,2,0,7,-,
513,Padelli,p,TOR,35,"5,99","4,46",0,50,0 / 0,0,0,3,0,9,-,9
514,Leali,p,FRO,33,"6,14","4,39",0,59,0 / 0,1,0,3,0,6,-,
515,Rafael,p,VER,12,"5,71","4,12",0,18,0 / 0,0,0,0,1,5,-,
516,Carrizo,p,INT,2,"6,0","4,0",0,4,0 / 0,0,0,0,0,1,-,7
517,Diego Lopez,p,MIL,8,"5,81","4,0",0,14,0 / 0,0,0,1,0,2,-,6
518,Ichazo,p,TOR,3,"5,67","4,0",0,5,0 / 0,0,0,0,0,1,-,9
519,Camporese,d,EMP,2,"4,75","3,75",0,0,0 / 0,0,0,0,0,1,-,18
520,Rodrigo Ely,d,MIL,3,"4,67","3,5",0,0,0 / 0,0,0,1,1,1,-,6
521,Bassi,p,ATA,1,"6,0","3,0",0,3,0 / 0,0,0,0,0,1,-,4
522,Coppola,p,VER,1,"6,0","3,0",0,1,0 / 0,0,0,0,0,1,-,
523,Alastra,p,PAL,2,"6,0","3,0",0,6,0 / 0,0,0,0,0,1,-,19
524,Zappino,p,FRO,4,"5,75","2,25",0,14,0 / 0,0,0,0,0,1,-,
525,Brkic,p,CAR,4,"5,12","2,12",0,12,0 / 0,0,0,0,0,1,-,
526,Brignoli,p,SAM,1,"5,5","0,5",0,5,0 / 0,0,0,0,0,1,-,10
527,Merelli,p,ATA,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,4
528,Canini,d,ATA,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,4
529,Del Grosso,d,ATA,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,2,-,4
530,Kresic,d,ATA,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,4
531,Estigarribia,c,ATA,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,4
532,Giorgi,c,ATA,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,2,-,4
533,Boakye,a,ATA,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,12,-,4
534,Marilungo,a,ATA,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,7,-,4
535,Sarr M.,p,BOL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,15
536,Stojanovic D.,p,BOL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,15
537,Ceccarelli,d,BOL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,15
538,Garics,d,BOL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,2,-,15
539,Radakovic,d,BOL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,15
540,Pulzetti,c,BOL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,15
541,Bianchi,a,BOL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,11,-,15
542,Cacia,a,BOL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,7,-,15
543,Murano,p,CAR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,
544,Franchini,d,CAR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,
545,Sarzi,d,CAR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,
546,Sabbione,c,CAR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,
547,Loi,a,CAR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,
548,Bressan,p,CHI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,14
549,Edimar,d,CHI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,14
550,Pucino,d,CHI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,2,-,14
551,Bellomo,c,CHI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,2,-,14
552,Christiansen,c,CHI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,14
553,Izco,c,CHI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,14
554,Vajushi,c,CHI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,14
555,Dermaku,d,EMP,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,18
556,Brillante,c,EMP,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,2,-,18
557,Sepe,p,FIO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,8
558,Basanta,d,FIO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,5,-,8
559,Hegazy,d,FIO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,8
560,Bakic,c,FIO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,8
561,Capezzi,c,FIO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,8
562,Diakhate,c,FIO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,8
563,Fazzi,c,FIO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,8
564,Joaquin,c,FIO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,11,-,8
565,Pigliacelli,p,FRO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,
566,Zanon,d,FRO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,
567,Altobelli,c,FRO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,
568,Crescenzi E,c,FRO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,
569,Lupoli,a,FRO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,9,-,
